customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-04461,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),44.61,2502.94,No
CUST-04462,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.66,1044.33,No
CUST-04463,Male,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),35.65,1924.76,No
CUST-04464,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,52.6,262.17,No
CUST-04465,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),31.71,1202.12,No
CUST-04466,Female,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),117.86,940.4,No
CUST-04467,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.58,1945.29,No
CUST-04468,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,71.9,2511.02,No
CUST-04469,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.65,1195.44,No
CUST-04470,Female,1,No,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,37.58,413.26,No
CUST-04471,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),66.18,2640.07,No
CUST-04472,Male,0,Yes,No,66,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24.29,1607.33,No
CUST-04473,Female,1,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,114.92,6543.76,No
CUST-04474,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,65.28,518.51,No
CUST-04475,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.97,335.09,No
CUST-04476,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.91,319.09,Yes
CUST-04477,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.01,702.85,No
CUST-04478,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.0,1.55,No
CUST-04479,Female,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),113.34,6.76,No
CUST-04480,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,109.66,3727.12,No
CUST-04481,Female,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,60.78,496.23,No
CUST-04482,Female,0,Yes,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),89.26,3305.14,No
CUST-04483,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.58,101.41,Yes
CUST-04484,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,25.57,1295.09,No
CUST-04485,Male,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.11,1806.86,No
CUST-04486,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,87.52,352.77,No
CUST-04487,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,108.71,5108.26,No
CUST-04488,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),109.46,6784.0,No
CUST-04489,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.73,1961.08,No
CUST-04490,Male,1,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),49.86,2538.88,No
CUST-04491,Male,0,No,No,45,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,62.19,2800.29,No
CUST-04492,Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.57,676.73,No
CUST-04493,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.5,909.94,No
CUST-04494,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),71.46,4635.29,No
CUST-04495,Male,0,Yes,No,37,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,19.97,742.25,No
CUST-04496,Male,0,No,Yes,26,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),63.07,1647.82,No
CUST-04497,Female,0,Yes,No,19,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,26.23,488.86,No
CUST-04498,Male,0,Yes,No,61,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,74.22,4522.68,No
CUST-04499,Male,0,Yes,Yes,15,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,49.43,744.28,No
CUST-04500,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.89,790.01,No
CUST-04501,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,113.77,2165.03,No
CUST-04502,Male,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),52.1,1202.02,No
CUST-04503,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.93,4407.7,No
CUST-04504,Female,0,No,Yes,6,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,86.33,526.79,Yes
CUST-04505,Male,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,104.89,2940.68,No
CUST-04506,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,51.44,199.13,No
CUST-04507,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),23.61,806.24,No
CUST-04508,Female,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,115.06,7363.68,No
CUST-04509,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),54.24,3745.3,No
CUST-04510,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,37.37,230.06,No
CUST-04511,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,109.41,4712.71,No
CUST-04512,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,37.06,2631.68,No
CUST-04513,Male,1,Yes,Yes,12,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.88,854.75,No
CUST-04514,Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,93.55,3455.95,No
CUST-04515,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.1,1090.88,No
CUST-04516,Female,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.95,1107.54,No
CUST-04517,Female,0,No,No,43,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,38.24,1649.49,No
CUST-04518,Female,0,No,No,12,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,106.85,1290.84,No
CUST-04519,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),73.32,1775.63,No
CUST-04520,Male,1,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,86.72,1998.87,No
CUST-04521,Male,1,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,58.23,1636.06,No
CUST-04522,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.52,6375.23,Yes
CUST-04523,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,46.91,788.53,No
CUST-04524,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,41.2,160.46,No
CUST-04525,Female,0,No,Yes,17,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),117.71,1994.8,No
CUST-04526,Male,0,No,No,62,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.77,2096.3,No
CUST-04527,Female,0,No,No,36,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),116.14,4189.72,No
CUST-04528,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,110.65,7745.56,No
CUST-04529,Male,0,Yes,No,54,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.47,4828.1,No
CUST-04530,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,76.2,839.73,No
CUST-04531,Female,1,Yes,No,51,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),18.45,937.35,No
CUST-04532,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.53,4562.96,No
CUST-04533,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.24,4284.83,No
CUST-04534,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),91.29,3927.41,No
CUST-04535,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),35.21,801.5,No
CUST-04536,Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),72.45,569.45,No
CUST-04537,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),73.02,798.92,No
CUST-04538,Male,1,No,No,8,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.29,668.93,No
CUST-04539,Female,0,No,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.09,2116.56,No
CUST-04540,Female,0,No,Yes,16,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),87.82,1414.29,No
CUST-04541,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),32.13,1032.42,No
CUST-04542,Female,1,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),19.9,918.75,No
CUST-04543,Female,0,Yes,No,14,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,31.66,447.52,No
CUST-04544,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),22.03,707.09,Yes
CUST-04545,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),61.68,866.05,No
CUST-04546,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),46.38,1212.09,Yes
CUST-04547,Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.73,1128.8,No
CUST-04548,Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,26.03,1745.51,No
CUST-04549,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.75,2723.87,No
CUST-04550,Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,111.98,784.25,Yes
CUST-04551,Male,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,117.48,585.12,No
CUST-04552,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,23.01,1419.2,No
CUST-04553,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),101.06,97.45,No
CUST-04554,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),66.03,1392.64,No
CUST-04555,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.1,1601.83,Yes
CUST-04556,Male,0,No,No,5,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),68.6,345.4,No
CUST-04557,Female,1,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),110.45,7621.45,No
CUST-04558,Female,1,Yes,No,12,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),65.85,784.19,Yes
CUST-04559,Female,0,No,No,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.8,0.0,No
CUST-04560,Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,95.99,2011.62,No
CUST-04561,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.38,1593.56,No
CUST-04562,Male,1,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),29.71,1867.29,No
CUST-04563,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,64.16,2568.81,No
CUST-04564,Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),86.74,1825.6,No
CUST-04565,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,47.58,2854.98,No
CUST-04566,Female,1,Yes,No,11,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,109.2,1191.25,No
CUST-04567,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),103.0,302.24,Yes
CUST-04568,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,74.79,825.92,No
CUST-04569,Male,0,No,No,32,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),23.44,746.3,No
CUST-04570,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.33,1522.83,No
CUST-04571,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),59.56,4229.1,No
CUST-04572,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),90.41,6415.18,No
CUST-04573,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,44.7,2269.09,No
CUST-04574,Male,1,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,78.58,3610.06,No
CUST-04575,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),73.44,4257.5,No
CUST-04576,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),70.69,3248.97,No
CUST-04577,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.59,1630.96,No
CUST-04578,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,66.99,804.32,No
CUST-04579,Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.06,3141.67,No
CUST-04580,Male,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),110.77,3771.96,No
CUST-04581,Female,0,Yes,No,28,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,64.09,1786.72,No
CUST-04582,Male,1,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.99,4517.27,No
CUST-04583,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),74.92,307.94,No
CUST-04584,Female,1,Yes,No,66,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),37.52,2475.74,No
CUST-04585,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),36.44,1892.92,No
CUST-04586,Male,0,No,No,59,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.94,5431.17,No
CUST-04587,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,70.31,350.23,No
CUST-04588,Female,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.6,5058.97,No
CUST-04589,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,108.82,3701.27,No
CUST-04590,Female,0,No,No,17,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),47.71,813.52,No
CUST-04591,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,28.15,276.0,No
CUST-04592,Female,0,Yes,No,50,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.41,2622.7,No
CUST-04593,Female,0,No,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),24.7,538.99,No
CUST-04594,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),96.13,4418.99,No
CUST-04595,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),32.62,1896.6,No
CUST-04596,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),104.64,5857.32,No
CUST-04597,Male,0,Yes,Yes,55,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,59.53,3270.96,No
CUST-04598,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.86,1193.38,No
CUST-04599,Male,1,No,Yes,34,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),68.15,2323.83,No
CUST-04600,Male,0,No,No,54,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),78.55,4253.72,No
CUST-04601,Male,1,No,Yes,8,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),88.15,710.91,No
CUST-04602,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),51.82,886.59,No
CUST-04603,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,116.3,5000.78,No
CUST-04604,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,60.23,1217.4,No
CUST-04605,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,101.45,5580.74,No
CUST-04606,Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,21.49,1009.85,Yes
CUST-04607,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.8,1.91,Yes
CUST-04608,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,73.13,1902.7,No
CUST-04609,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),81.96,3599.67,No
CUST-04610,Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),55.29,3424.49,Yes
CUST-04611,Female,0,No,No,57,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,72.48,4133.26,No
CUST-04612,Male,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,111.22,4333.63,No
CUST-04613,Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,56.6,3512.44,No
CUST-04614,Male,0,Yes,No,37,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),28.58,1057.64,No
CUST-04615,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.05,2526.08,No
CUST-04616,Female,0,Yes,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.52,2671.66,No
CUST-04617,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.49,1091.23,No
CUST-04618,Male,1,No,Yes,55,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),95.78,5258.84,No
CUST-04619,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.22,3183.41,Yes
CUST-04620,Male,0,Yes,No,64,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.14,5188.94,No
CUST-04621,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),110.61,1328.87,No
CUST-04622,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.85,687.74,No
CUST-04623,Male,0,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),44.24,2127.16,No
CUST-04624,Male,0,No,No,62,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),107.82,6686.77,No
CUST-04625,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),97.27,6806.61,Yes
CUST-04626,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,36.86,1254.36,No
CUST-04627,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.91,346.88,No
CUST-04628,Male,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,100.51,4826.06,No
CUST-04629,Male,0,No,No,39,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,73.29,2855.76,No
CUST-04630,Male,0,No,No,20,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.03,2082.58,Yes
CUST-04631,Male,1,No,Yes,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.77,5056.22,Yes
CUST-04632,Female,0,No,Yes,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),24.95,43.72,No
CUST-04633,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),114.98,3330.95,No
CUST-04634,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),89.65,5913.64,No
